	sequences per sample	iteration	ASIM94	ASIM88	ASIM3	ASIM4	ASIM20	ASIM91	ASIM18	ASIM89	ASIM86	ASIM24	ASIM85	ASIM90	ASIM92	ASIM12	ASIM1	ASIM87	ASIM14	ASIM8	ASIM25	ASIM2	ASIM93	ASIM13	ASIM23	ASIM15	ASIM10	ASIM16	ASIM9	ASIM11	ASIM17	ASIM26	ASIM21	ASIM7	ASIM6	ASIM5	ASIM22	ASIM19
alpha_rarefaction_5250_6.txt	5250	6	398.5	388.418604651	704.471698113	660.8	149.0	396.02173913	293.875	535.029411765	416.689655172	175.0	398.875	363.608695652	395.565217391	241.0	574.770833333	440.076923077	540.0	284.6	678.0	574.774193548	350.170731707	398.5	280.2	406.6	206.0	184.0	340.0	367.166666667	195.142857143	273.0	360.2	273.0	379.0	270.0	647.0	320.0
alpha_rarefaction_5250_7.txt	5250	7	277.615384615	401.142857143	664.75	564.917647059	210.666666667	419.217391304	248.25	446.571428571	450.0	256.0	373.926829268	360.918367347	366.107142857	302.6875	546.630769231	430.857142857	198.2	257.0	417.0	481.6	331.022727273	384.0	150.1	181.25	328.2	240.166666667	197.0	295.0	217.0	241.12	280.5	147.5625	257.214285714	263.0	523.333333333	217.428571429
alpha_rarefaction_5250_8.txt	5250	8	302.666666667	394.023809524	557.551724138	604.202702703	161.461538462	426.022222222	135.5	412.714285714	506.375	182.363636364	468.775	414.162162162	424.632653061	284.2	540.255319149	440.076923077	193.142857143	185.0	567.6875	598.916666667	380.028571429	525.0	159.6	175.875	180.363636364	247.2	326.333333333	218.615384615	354.2	291.307692308	245.166666667	161.153846154	376.090909091	233.583333333	402.0	127.3
alpha_rarefaction_5250_9.txt	5250	9	357.05	383.090909091	608.411764706	657.633802817	210.8	403.375	209.333333333	459.684210526	425.0	255.0	412.526315789	420.083333333	394.818181818	279.75	606.0	429.0	400.0	255.0	534.681818182	618.25	331.279069767	282.333333333	185.6	298.666666667	258.625	270.25	462.0	236.0	393.5	277.5	292.0	147.0	233.0	219.066666667	185.25	242.166666667
alpha_rarefaction_5500_0.txt	5500	0	277.25	n/a	616.762711864	671.918918919	216.0	399.058823529	407.333333333	470.875	445.0	520.5	409.272727273	376.684210526	421.25	264.928571429	582.516666667	413.071428571	365.0	342.0	467.526315789	642.558823529	335.208333333	369.333333333	217.0	236.75	291.875	128.142857143	257.0	178.4	344.0	207.12	267.0	168.4	280.666666667	266.545454545	226.75	185.75
alpha_rarefaction_5500_1.txt	5500	1	297.615384615	n/a	636.844827586	658.52173913	227.111111111	456.024390244	276.1	482.5	438.222222222	208.6	389.977272727	415.526315789	395.269230769	366.230769231	502.28	460.447368421	329.25	835.0	589.0	505.184210526	327.326086957	503.5	246.166666667	216.0	204.090909091	205.0	166.428571429	282.090909091	192.666666667	238.636363636	147.066666667	336.666666667	287.157894737	189.75	256.0	190.0
alpha_rarefaction_5500_2.txt	5500	2	317.272727273	n/a	586.0625	620.5	516.5	461.073170732	261.0	436.888888889	392.923076923	327.0	424.405405405	423.222222222	420.632653061	254.315789474	537.081967213	443.076923077	154.0	275.2	778.545454545	524.394736842	332.076923077	246.0	379.142857143	237.6	280.5	142.5	124.375	327.6	226.0	219.903225806	141.25	256.363636364	298.066666667	263.0	505.0	157.6
alpha_rarefaction_5500_3.txt	5500	3	293.714285714	n/a	694.928571429	649.046153846	225.142857143	390.057692308	203.071428571	525.384615385	402.454545455	468.6	404.571428571	406.886363636	378.0	236.473684211	498.970588235	461.538461538	317.0	579.333333333	450.884615385	711.24	297.058823529	303.5	236.0	285.333333333	581.0	207.5	100.5	305.0	205.111111111	242.785714286	291.0	307.0	285.5	290.333333333	296.666666667	226.142857143
alpha_rarefaction_5500_4.txt	5500	4	318.714285714	n/a	741.637931034	631.413333333	368.0	461.0	268.230769231	429.571428571	460.206896552	196.545454545	379.042553191	404.071428571	416.2	269.0	521.508196721	450.0	247.875	126.0	509.15	498.972972973	321.133333333	910.0	212.857142857	285.333333333	264.5	122.0	160.25	394.875	287.6	247.130434783	198.142857143	228.125	335.0	280.25	401.0	234.5
alpha_rarefaction_5500_5.txt	5500	5	327.75	n/a	699.518518519	580.649350649	214.0	435.20754717	324.428571429	495.675675676	444.357142857	262.666666667	376.133333333	455.108108108	408.981132075	348.5	528.967741935	439.5	213.666666667	118.111111111	418.545454545	513.088235294	340.923076923	279.75	184.363636364	231.0	320.0	127.142857143	100.6	495.5	171.142857143	371.866666667	263.428571429	261.0	351.866666667	289.333333333	437.25	120.125
alpha_rarefaction_5500_6.txt	5500	6	340.5	n/a	720.444444444	700.086956522	249.142857143	483.875	268.0	459.0	413.5625	231.375	380.133333333	393.790697674	398.833333333	199.0	613.489795918	477.837837838	338.0	395.5	336.964285714	660.433333333	351.170212766	296.0	334.2	247.25	237.75	195.75	200.2	261.333333333	225.0	273.0	364.375	231.583333333	359.214285714	185.052631579	246.2	184.75
alpha_rarefaction_5500_7.txt	5500	7	318.37037037	n/a	611.015873016	651.911764706	199.125	449.153846154	210.153846154	481.153846154	462.037037037	255.875	388.8125	411.682926829	401.75	258.5	518.322033898	450.575	232.5	318.0	579.130434783	571.535714286	353.775	268.0	161.090909091	203.125	256.428571429	177.5	216.5	291.5	382.75	283.588235294	230.111111111	269.625	541.0	159.5	296.2	259.0
alpha_rarefaction_5500_8.txt	5500	8	319.272727273	n/a	658.773584906	624.447368421	192.545454545	475.069767442	273.25	443.47826087	446.5	362.0	375.738095238	375.56	431.163265306	243.5	584.548387097	450.0	178.0	649.0	668.076923077	478.775	348.441860465	189.6	289.6	214.0	181.363636364	257.0	225.75	229.090909091	184.111111111	306.454545455	200.666666667	574.25	314.214285714	243.545454545	573.5	202.111111111
alpha_rarefaction_5500_9.txt	5500	9	256.6	n/a	663.692307692	590.038961039	251.333333333	463.023255814	346.111111111	458.65	457.035714286	331.666666667	367.1875	356.642857143	407.019230769	282.647058824	484.815384615	455.65	166.428571429	183.0	445.75	474.0	331.902439024	133.0	213.666666667	180.0	318.75	208.5	226.75	448.5	139.0	272.055555556	151.1	293.6	202.636363636	277.111111111	199.2	288.0
alpha_rarefaction_5750_0.txt	5750	0	321.391304348	n/a	559.058823529	639.04	267.857142857	397.037735849	267.0	453.136363636	444.176470588	225.125	405.468085106	385.133333333	412.981132075	324.4	571.767857143	n/a	351.2	268.25	488.882352941	511.692307692	343.595744681	281.333333333	246.75	386.75	330.2	231.5	189.0	207.75	195.142857143	238.142857143	180.0	238.5	264.176470588	197.9375	215.666666667	136.333333333
alpha_rarefaction_5750_1.txt	5750	1	283.222222222	n/a	651.033898305	617.904761905	323.333333333	414.382978723	329.857142857	456.529411765	376.236842105	274.5	425.642857143	452.783783784	395.178571429	306.882352941	571.741935484	n/a	559.0	165.625	468.260869565	750.8	368.731707317	284.6	219.1	341.0	202.428571429	134.111111111	299.0	462.142857143	181.25	299.285714286	219.0	348.545454545	388.111111111	260.0	330.25	268.0
alpha_rarefaction_5750_2.txt	5750	2	297.607142857	n/a	599.264705882	571.404494382	238.0	479.5	270.75	464.575	408.5	231.272727273	426.073170732	424.525	394.052631579	243.789473684	670.294117647	n/a	379.75	423.75	504.5	551.525	327.063829787	290.5	215.615384615	254.333333333	248.875	327.666666667	191.666666667	461.142857143	204.428571429	248.260869565	312.5	209.0	358.111111111	228.153846154	423.75	214.0
alpha_rarefaction_5750_3.txt	5750	3	281.7	n/a	725.294117647	648.858974359	516.5	449.936170213	227.583333333	440.782608696	405.25	244.0	410.357142857	430.5	393.107142857	487.0	633.170212766	n/a	214.428571429	223.142857143	633.833333333	482.0	353.170731707	245.2	182.25	205.6	250.875	148.142857143	143.5	218.066666667	208.857142857	339.05	158.666666667	231.769230769	322.083333333	284.117647059	388.2	195.375
alpha_rarefaction_5750_4.txt	5750	4	335.454545455	n/a	771.115384615	638.442857143	623.0	451.695652174	251.363636364	446.651162791	387.529411765	422.2	372.893617021	402.578947368	401.833333333	407.153846154	642.491803279	n/a	318.0	331.2	879.333333333	597.757575758	344.166666667	291.5	170.111111111	181.8	257.625	185.0	122.5	245.571428571	189.5	306.8125	182.25	266.0	280.0	227.071428571	237.25	326.666666667
alpha_rarefaction_5750_5.txt	5750	5	324.25	n/a	679.35	661.281690141	284.6	467.523809524	278.25	505.076923077	426.666666667	1055.5	408.5	368.418604651	397.381818182	328.461538462	586.482142857	n/a	394.5	271.0	598.75	724.391304348	322.020833333	279.75	210.8	232.0	314.8	179.25	162.0	382.0	200.428571429	231.130434783	213.857142857	369.0	325.571428571	223.615384615	352.2	262.0
alpha_rarefaction_5750_6.txt	5750	6	377.8	n/a	808.5625	696.047619048	227.375	456.404255319	298.111111111	468.384615385	460.451612903	263.428571429	427.024390244	416.279069767	392.0	244.789473684	526.227272727	n/a	329.2	193.375	368.875	627.75	370.372093023	246.2	233.0	203.111111111	180.0	177.5	116.0	314.0	118.0	293.391304348	267.0	257.1	310.615384615	450.0	453.0	200.125
alpha_rarefaction_5750_7.txt	5750	7	300.0	n/a	708.454545455	624.5	566.0	450.348837209	234.461538462	477.365853659	447.037037037	268.0	466.0	375.326086957	393.107142857	259.0	641.660377358	n/a	222.142857143	222.142857143	611.315789474	605.783783784	309.078431373	521.333333333	176.1	285.142857143	216.428571429	159.5	341.0	696.75	218.125	328.5	190.076923077	261.142857143	381.0	272.25	837.0	222.125
alpha_rarefaction_5750_8.txt	5750	8	303.4	n/a	573.846153846	581.113924051	335.0	468.826086957	275.1	497.243243243	398.303030303	473.6	378.75	423.522727273	408.222222222	386.071428571	670.32	n/a	265.0	395.5	453.0	569.777777778	342.25	468.333333333	308.75	373.0	250.875	236.25	244.333333333	296.615384615	242.166666667	317.15	203.5	211.125	394.214285714	221.615384615	380.75	355.2
alpha_rarefaction_5750_9.txt	5750	9	432.055555556	n/a	605.985074627	559.06741573	265.857142857	484.894736842	297.25	421.52173913	535.772727273	158.769230769	411.166666667	359.42	399.267857143	284.5	707.294117647	n/a	206.857142857	258.0	676.571428571	507.756756757	356.162790698	304.5	273.166666667	254.333333333	378.0	191.375	188.25	247.4	178.0	320.434782609	149.0	163.0	343.076923077	243.230769231	343.0	217.428571429
alpha_rarefaction_6000_0.txt	6000	0	317.076923077	n/a	665.120689655	665.166666667	226.142857143	458.775510204	214.0	459.571428571	507.666666667	422.2	401.75	409.097560976	n/a	229.954545455	621.105263158	n/a	225.375	169.166666667	731.0	573.025	372.333333333	216.0	222.333333333	317.8	208.0	142.0	216.666666667	274.230769231	318.5	274.545454545	162.5	231.75	430.230769231	156.9	437.25	171.428571429
alpha_rarefaction_6000_1.txt	6000	1	262.40625	n/a	687.716666667	625.925925926	244.25	426.529411765	267.545454545	443.108695652	480.0	242.545454545	412.3125	419.166666667	n/a	347.125	572.347826087	n/a	188.333333333	271.25	622.3125	635.823529412	345.97826087	257.0	172.866666667	251.142857143	241.3	306.5	260.0	217.0	231.2	281.5	164.461538462	239.5	299.555555556	344.5	232.5	248.2
alpha_rarefaction_6000_2.txt	6000	2	317.44	n/a	588.347826087	622.12987013	266.111111111	477.717391304	239.571428571	520.058823529	427.363636364	176.428571429	403.630434783	371.234042553	n/a	250.526315789	606.909090909	n/a	314.5	196.125	772.882352941	523.56097561	339.212765957	599.0	294.0	248.363636364	233.0	218.0	135.0	267.545454545	193.333333333	274.535714286	156.0	223.0	218.142857143	252.866666667	490.0	238.0
alpha_rarefaction_6000_3.txt	6000	3	323.555555556	n/a	670.514285714	635.512820513	225.111111111	441.255319149	457.5	545.029411765	403.527777778	344.111111111	394.375	407.590909091	n/a	294.066666667	655.358490566	n/a	206.5	186.0	678.5	575.075	355.170212766	646.0	220.1	236.75	286.142857143	269.25	150.111111111	216.8	246.111111111	342.714285714	373.0	201.9375	342.076923077	332.125	271.25	216.0
alpha_rarefaction_6000_4.txt	6000	4	380.8	n/a	590.577464789	573.104166667	320.428571429	447.87755102	265.333333333	559.0	431.162162162	259.333333333	415.255319149	388.775510204	n/a	214.0	640.865384615	n/a	315.75	352.2	669.315789474	552.525	323.411764706	190.666666667	322.5	322.428571429	241.909090909	330.2	226.75	327.909090909	224.0	257.454545455	314.142857143	217.153846154	269.928571429	264.882352941	381.75	201.5
alpha_rarefaction_6000_5.txt	6000	5	315.375	n/a	636.095890411	672.896103896	388.428571429	425.914893617	264.076923077	511.916666667	443.24137931	901.5	431.348837209	410.813953488	n/a	244.8	504.577464789	n/a	231.0	527.0	564.434782609	611.885714286	352.857142857	310.0	239.0	296.090909091	818.0	160.5	259.0	293.5	500.75	238.307692308	282.3	152.5	285.555555556	208.235294118	528.0	225.142857143
alpha_rarefaction_6000_6.txt	6000	6	349.8	n/a	709.35	623.841463415	297.0	464.125	245.583333333	470.957446809	388.916666667	288.6	397.222222222	446.0	n/a	307.6875	545.553846154	n/a	364.0	461.0	486.730769231	552.0	328.020408163	268.25	220.1	617.25	224.5	145.090909091	298.0	305.090909091	192.333333333	286.12	264.0	308.083333333	330.714285714	335.363636364	255.0	264.857142857
alpha_rarefaction_6000_7.txt	6000	7	306.5	n/a	622.474576271	625.975903614	323.333333333	438.307692308	370.111111111	456.195652174	478.291666667	363.0	449.0	382.255319149	n/a	416.5	688.333333333	n/a	413.2	304.5	621.142857143	638.833333333	337.326086957	503.0	178.909090909	299.25	359.166666667	226.375	145.2	219.0	233.5	287.391304348	272.111111111	193.3125	239.555555556	247.4	390.166666667	335.25
alpha_rarefaction_6000_8.txt	6000	8	301.538461538	n/a	656.230769231	629.256097561	249.875	435.875	241.6	555.756756757	537.25	401.857142857	370.528301887	414.468085106	n/a	256.055555556	525.651515152	n/a	182.0	211.0	406.033333333	611.375	353.195652174	255.0	278.428571429	174.909090909	306.0	241.166666667	440.0	262.0	143.5	343.055555556	303.0	240.5	348.25	246.058823529	202.6	337.428571429
alpha_rarefaction_6000_9.txt	6000	9	294.724137931	n/a	636.546875	600.717647059	250.875	463.125	275.461538462	456.333333333	449.885714286	176.545454545	420.108695652	425.243902439	n/a	339.0	537.6	n/a	270.25	254.0	416.115384615	581.263157895	347.4375	183.0	165.0	353.125	563.0	201.5	142.5	361.8	230.0	228.161290323	278.428571429	243.6	415.545454545	231.769230769	356.0	202.125
alpha_rarefaction_6250_0.txt	6250	0	323.307692308	n/a	644.720588235	638.613333333	263.0	419.944444444	273.272727273	549.692307692	404.625	219.75	410.770833333	393.042553191	n/a	303.5	583.098360656	n/a	382.75	483.25	741.166666667	469.902439024	346.12244898	193.142857143	301.0	202.75	311.5	200.428571429	168.0	243.571428571	181.25	257.0	356.125	210.769230769	271.588235294	316.545454545	427.0	329.666666667
alpha_rarefaction_6250_1.txt	6250	1	324.576923077	n/a	625.130434783	627.12987013	212.615384615	446.56	224.153846154	440.428571429	420.285714286	170.230769231	398.8	366.113207547	n/a	270.882352941	615.642857143	n/a	579.0	133.111111111	477.142857143	635.277777778	345.319148936	407.5	248.111111111	277.428571429	315.111111111	226.2	154.666666667	331.363636364	258.666666667	327.3	311.75	343.0	435.363636364	229.555555556	241.25	562.0
alpha_rarefaction_6250_2.txt	6250	2	327.8	n/a	641.095238095	629.875	211.666666667	468.108695652	327.363636364	460.195652174	460.029411765	288.625	414.042553191	431.857142857	n/a	399.0	654.120689655	n/a	253.0	423.75	477.541666667	632.763157895	359.386363636	954.0	312.142857143	383.142857143	555.2	181.0	343.5	299.25	246.166666667	271.545454545	419.2	190.5	321.352941176	278.75	402.6	181.363636364
alpha_rarefaction_6250_3.txt	6250	3	343.038461538	n/a	688.258064516	609.280487805	315.8	429.226415094	337.666666667	498.23255814	435.0	472.6	406.914893617	388.529411765	n/a	274.166666667	747.023809524	n/a	619.0	377.142857143	382.029411765	548.256410256	354.466666667	154.0	226.090909091	278.428571429	218.333333333	148.5	227.75	374.1	293.0	267.037037037	406.857142857	197.833333333	293.2	193.235294118	190.375	249.875
alpha_rarefaction_6250_4.txt	6250	4	326.034482759	n/a	637.515625	644.576923077	243.3	453.489795918	313.1	515.125	380.794117647	261.076923077	395.42	391.468085106	n/a	317.588235294	534.369863014	n/a	277.5	277.2	454.625	568.386363636	343.456521739	166.0	325.428571429	276.090909091	319.428571429	169.545454545	216.666666667	295.5	222.125	259.0	240.6	196.5	241.260869565	169.44	453.0	250.875
alpha_rarefaction_6250_5.txt	6250	5	329.75	n/a	651.647058824	673.095890411	228.5	463.47826087	227.071428571	464.659574468	433.526315789	233.5	390.72	386.1	n/a	332.5625	618.515625	n/a	275.5	315.5	648.5	639.0	348.0	167.166666667	131.125	177.428571429	185.076923077	198.125	207.5	343.0	248.2	319.555555556	219.0	190.0	294.047619048	270.333333333	424.75	173.076923077
alpha_rarefaction_6250_6.txt	6250	6	306.0	n/a	660.5	659.101265823	200.375	456.12244898	292.928571429	402.01754386	491.193548387	247.3	406.163265306	385.833333333	n/a	276.166666667	612.596774194	n/a	183.6	237.0	479.772727273	569.941176471	352.97826087	189.666666667	587.0	250.75	188.833333333	122.0	187.0	231.5	508.5	338.05	286.625	244.5	260.05	292.0	315.5	392.166666667
alpha_rarefaction_6250_7.txt	6250	7	295.9375	n/a	601.2	628.776470588	228.272727273	455.489795918	258.0	510.609756098	425.027027027	489.2	384.037735849	388.775510204	n/a	370.230769231	585.517241379	n/a	248.142857143	296.666666667	594.136363636	629.25	335.0	325.666666667	201.071428571	218.75	236.75	210.857142857	286.6	339.909090909	306.5	351.272727273	179.1	226.714285714	323.769230769	243.0	479.2	167.625
alpha_rarefaction_6250_8.txt	6250	8	326.576923077	n/a	673.383561644	618.740740741	238.75	470.857142857	270.0	557.416666667	446.571428571	228.583333333	396.8125	352.056603774	n/a	306.6875	571.050847458	n/a	251.333333333	451.0	595.0	529.153846154	341.212765957	230.5	245.3	348.6	404.5	184.75	215.666666667	245.5	261.0	260.78125	206.6	363.8	300.647058824	244.571428571	217.428571429	146.615384615
alpha_rarefaction_6250_9.txt	6250	9	341.12	n/a	783.948275862	677.828947368	243.3	501.341463415	355.125	475.957446809	523.130434783	308.75	395.375	390.784313725	n/a	363.352941176	592.013888889	n/a	262.857142857	295.666666667	634.142857143	524.8	346.446808511	504.0	395.166666667	285.333333333	358.2	304.5	142.0	399.111111111	167.272727273	405.055555556	337.666666667	356.666666667	222.5	343.5	453.0	329.666666667
alpha_rarefaction_6500_0.txt	6500	0	364.12	n/a	653.774647887	620.571428571	322.428571429	457.960784314	254.0	464.936170213	433.666666667	300.0	n/a	453.65	n/a	214.84	602.739130435	n/a	278.625	246.2	512.375	594.552631579	n/a	214.666666667	395.166666667	248.0	273.428571429	343.0	204.428571429	412.333333333	245.0	415.625	413.428571429	241.461538462	315.5	195.636363636	270.166666667	298.666666667
alpha_rarefaction_6500_1.txt	6500	1	321.12	n/a	688.015384615	626.891566265	275.5	451.25	273.75	511.357142857	427.666666667	318.111111111	n/a	419.217391304	n/a	246.714285714	618.125	n/a	348.142857143	509.0	726.555555556	600.947368421	n/a	400.5	254.142857143	313.545454545	261.545454545	196.666666667	293.5	450.333333333	180.0	311.142857143	184.363636364	224.2	310.6875	256.928571429	326.666666667	243.0
alpha_rarefaction_6500_2.txt	6500	2	361.0	n/a	743.048387097	661.0	415.2	459.3	297.615384615	467.659574468	560.5	495.5	n/a	389.5	n/a	285.681818182	620.614285714	n/a	342.6	250.0	762.588235294	584.676470588	n/a	427.0	212.428571429	355.125	751.0	155.5	210.0	408.625	266.5	236.75	364.375	463.5	341.071428571	207.235294118	471.333333333	222.125
alpha_rarefaction_6500_3.txt	6500	3	334.037037037	n/a	639.337837838	655.62962963	263.0	464.92	278.461538462	482.222222222	497.777777778	254.4	n/a	408.872340426	n/a	334.055555556	626.388888889	n/a	196.125	408.5	415.617647059	774.103448276	n/a	620.0	235.545454545	297.090909091	362.166666667	178.8	173.142857143	226.2	210.8	318.272727273	200.461538462	313.2	294.166666667	256.352941176	454.0	166.230769231
alpha_rarefaction_6500_4.txt	6500	4	293.34375	n/a	722.818181818	670.776315789	309.75	479.595744681	183.25	441.12244898	425.285714286	432.666666667	n/a	466.365853659	n/a	265.5	644.307692308	n/a	311.111111111	215.666666667	616.888888889	542.622222222	n/a	375.0	314.142857143	269.272727273	552.2	203.111111111	404.0	411.857142857	237.0	426.235294118	229.111111111	254.0	246.75	192.75	438.25	177.0
alpha_rarefaction_6500_5.txt	6500	5	319.076923077	n/a	712.225806452	658.512195122	241.0	467.56	233.0	451.255319149	460.774193548	226.5	n/a	391.529411765	n/a	350.866666667	597.253521127	n/a	395.857142857	256.0	437.03125	623.7	n/a	285.6	211.428571429	354.125	331.0	184.111111111	186.0	278.25	223.125	280.333333333	200.25	177.352941176	238.3	278.5	273.428571429	217.0
alpha_rarefaction_6500_6.txt	6500	6	311.037037037	n/a	791.375	677.447368421	247.363636364	448.685185185	256.3125	469.622222222	420.0	345.428571429	n/a	414.163265306	n/a	393.9375	766.019230769	n/a	746.0	358.166666667	547.454545455	587.651162791	n/a	317.0	210.333333333	158.0	484.2	331.2	224.142857143	329.083333333	232.0	293.0	289.6	240.666666667	617.5	200.0	541.0	276.428571429
alpha_rarefaction_6500_7.txt	6500	7	325.307692308	n/a	689.904761905	690.285714286	408.428571429	449.685185185	209.0	495.5	527.038461538	402.625	n/a	418.666666667	n/a	295.125	536.0	n/a	240.0	319.0	524.166666667	717.275862069	n/a	806.5	202.5	302.25	225.583333333	243.166666667	269.166666667	595.142857143	144.153846154	236.617647059	331.125	449.875	335.894736842	261.4	286.6	366.0
alpha_rarefaction_6500_8.txt	6500	8	308.535714286	n/a	661.8	670.272727273	214.714285714	466.448979592	298.25	475.333333333	447.25	387.0	n/a	413.914893617	n/a	398.214285714	608.120689655	n/a	205.0	453.0	681.772727273	528.272727273	n/a	561.0	221.1	556.5	208.0	227.2	198.75	248.5	202.6	389.230769231	206.6	222.352941176	317.588235294	189.052631579	684.0	319.5
alpha_rarefaction_6500_9.txt	6500	9	303.344827586	n/a	659.9	658.036585366	468.6	461.529411765	325.083333333	472.282608696	470.0625	311.0	n/a	369.017857143	n/a	370.555555556	571.016949153	n/a	340.6	137.0	369.75	700.083333333	n/a	275.2	165.0	213.0	340.111111111	188.0	368.25	448.333333333	198.5	280.176470588	272.5	234.666666667	310.615384615	277.5	317.5	340.0
alpha_rarefaction_6750_0.txt	6750	0	324.0	n/a	696.015384615	655.12195122	253.909090909	n/a	232.5	470.529411765	473.0625	446.5	n/a	429.022222222	n/a	343.0	616.924242424	n/a	316.428571429	220.090909091	620.882352941	730.085714286	n/a	339.6	232.5	284.625	284.333333333	524.333333333	287.6	459.111111111	171.545454545	338.84	288.333333333	256.583333333	396.153846154	240.4	337.0	220.1
alpha_rarefaction_6750_1.txt	6750	1	336.206896552	n/a	625.576923077	670.53164557	291.111111111	n/a	254.0	480.125	507.0	237.545454545	n/a	388.679245283	n/a	409.235294118	757.019230769	n/a	337.111111111	412.0	462.4	678.384615385	n/a	315.75	224.583333333	468.666666667	216.2	440.25	330.333333333	389.090909091	372.0	251.4	301.090909091	271.571428571	344.666666667	231.473684211	288.0	360.0
alpha_rarefaction_6750_2.txt	6750	2	354.0	n/a	628.780821918	666.974683544	265.0	n/a	314.1	523.630434783	502.096774194	264.666666667	n/a	386.388888889	n/a	367.071428571	552.78125	n/a	396.857142857	184.75	534.884615385	592.527777778	n/a	257.0	352.5	290.0	440.5	180.25	288.6	306.090909091	328.857142857	246.285714286	346.111111111	210.285714286	306.0	414.2	401.6	197.272727273
alpha_rarefaction_6750_3.txt	6750	3	337.037037037	n/a	679.791666667	660.62962963	441.5	n/a	240.230769231	493.066666667	476.71875	246.214285714	n/a	405.307692308	n/a	310.047619048	605.109589041	n/a	267.0	378.0	497.37037037	581.333333333	n/a	286.6	242.0	490.428571429	200.75	179.25	419.333333333	296.5	258.0	286.833333333	206.75	170.0	255.142857143	171.058823529	229.2	226.5
alpha_rarefaction_6750_4.txt	6750	4	352.2	n/a	657.756097561	670.5	330.666666667	n/a	240.571428571	478.333333333	470.7	364.333333333	n/a	409.981132075	n/a	282.0	601.548387097	n/a	318.428571429	223.111111111	490.107142857	571.071428571	n/a	265.0	250.75	327.333333333	286.0	251.0	322.0	357.666666667	209.8	322.037037037	271.5	205.0	269.052631579	287.571428571	515.5	186.076923077
alpha_rarefaction_6750_5.txt	6750	5	308.0	n/a	717.9	688.828947368	274.666666667	n/a	218.0625	485.645833333	447.285714286	369.111111111	n/a	420.632653061	n/a	431.0	618.245901639	n/a	171.083333333	438.0	850.476190476	585.146341463	n/a	208.666666667	270.272727273	261.076923077	224.5	264.5	378.0	269.666666667	330.666666667	237.451612903	365.0	316.1	309.0	184.285714286	614.25	302.0
alpha_rarefaction_6750_6.txt	6750	6	325.37037037	n/a	678.014492754	669.53164557	316.111111111	n/a	306.083333333	541.25	501.096774194	310.75	n/a	424.042553191	n/a	322.352941176	642.8	n/a	163.272727273	336.0	648.8	618.375	n/a	422.75	199.0	223.071428571	388.428571429	338.0	226.142857143	325.8	344.0	296.307692308	302.25	220.368421053	282.0	319.0	272.428571429	358.2
alpha_rarefaction_6750_7.txt	6750	7	332.103448276	n/a	696.144927536	660.036585366	205.090909091	n/a	221.0	476.282608696	557.307692308	302.083333333	n/a	400.4	n/a	427.5	606.430769231	n/a	326.857142857	297.666666667	480.037037037	593.357142857	n/a	364.0	441.875	309.1	509.0	273.428571429	217.5	264.714285714	279.625	316.5	224.333333333	240.0	432.583333333	290.125	215.1	392.2
alpha_rarefaction_6750_8.txt	6750	8	331.777777778	n/a	726.338709677	641.43902439	381.0	n/a	283.571428571	499.630434783	476.5	237.0	n/a	423.06	n/a	510.8	549.0	n/a	156.6	258.0	604.0	580.243902439	n/a	240.166666667	288.6	283.0	399.857142857	173.142857143	404.0	281.4375	202.090909091	315.315789474	274.111111111	182.8125	297.166666667	213.0	682.0	308.5
alpha_rarefaction_6750_9.txt	6750	9	339.230769231	n/a	730.78125	663.12345679	347.666666667	n/a	293.928571429	524.046511628	474.161290323	315.142857143	n/a	408.2	n/a	279.272727273	542.244186047	n/a	195.5	440.25	483.6	538.219512195	n/a	255.0	179.909090909	257.909090909	191.230769231	212.0	309.0	320.461538462	415.2	331.5	312.0	336.333333333	269.0	217.214285714	317.5	400.5
alpha_rarefaction_7000_0.txt	7000	0	351.037037037	n/a	651.545454545	n/a	329.25	n/a	307.083333333	517.5625	498.033333333	389.0	n/a	416.714285714	n/a	320.894736842	616.181818182	n/a	358.166666667	495.0	868.105263158	707.790697674	n/a	305.5	234.0	403.333333333	291.111111111	282.142857143	168.428571429	487.111111111	480.2	290.111111111	355.125	212.066666667	309.882352941	242.0	426.666666667	408.6
alpha_rarefaction_7000_1.txt	7000	1	330.714285714	n/a	623.666666667	n/a	252.1	n/a	329.083333333	508.568181818	475.757575758	240.5	n/a	409.981132075	n/a	307.0	610.985074627	n/a	338.0	328.857142857	725.25	517.519230769	n/a	307.0	216.0	316.8	283.333333333	163.272727273	305.5	452.076923077	234.545454545	316.875	217.0	178.714285714	238.555555556	190.954545455	267.111111111	300.666666667
alpha_rarefaction_7000_2.txt	7000	2	347.666666667	n/a	745.28358209	n/a	223.583333333	n/a	345.5	502.9375	476.757575758	246.076923077	n/a	413.8	n/a	346.875	722.196721311	n/a	336.428571429	347.5	556.37037037	549.065217391	n/a	304.5	352.142857143	372.0	399.857142857	242.0	198.142857143	292.0	263.0	309.333333333	393.428571429	259.75	375.666666667	261.0	390.2	319.375
alpha_rarefaction_7000_3.txt	7000	3	342.25	n/a	785.451612903	n/a	253.909090909	n/a	302.0	477.395833333	490.483870968	299.090909091	n/a	397.833333333	n/a	290.333333333	595.452054795	n/a	192.25	649.5	395.40625	553.065217391	n/a	223.142857143	397.166666667	205.769230769	370.75	244.166666667	217.428571429	307.083333333	301.666666667	312.454545455	271.0	275.75	300.64	246.0	230.0	189.909090909
